annotation_base_name,split
flame_sample_0299_pain_6,0
flame_sample_0299_pain_7,0
flame_sample_0299_pain_8,0
flame_sample_0299_pain_9,0
flame_sample_0300_pain_1,0
flame_sample_0300_pain_10,0
flame_sample_0300_pain_2,0
flame_sample_0300_pain_3,0
flame_sample_0300_pain_4,0
flame_sample_0300_pain_5,0
flame_sample_0300_pain_6,0
flame_sample_0300_pain_7,0
flame_sample_0300_pain_8,0
flame_sample_0300_pain_9,0
flame_sample_0301_pain_1,0
flame_sample_0301_pain_10,0
flame_sample_0301_pain_2,0
flame_sample_0301_pain_3,0
flame_sample_0301_pain_4,0
flame_sample_0301_pain_5,0
flame_sample_0301_pain_6,0
flame_sample_0301_pain_7,0
flame_sample_0301_pain_8,0
flame_sample_0301_pain_9,0
flame_sample_0302_pain_1,1
flame_sample_0302_pain_10,1
flame_sample_0302_pain_2,1
flame_sample_0302_pain_3,1
flame_sample_0302_pain_4,1
flame_sample_0302_pain_5,1
flame_sample_0302_pain_6,1
flame_sample_0302_pain_7,1
flame_sample_0302_pain_8,1
flame_sample_0302_pain_9,1
flame_sample_0303_pain_1,0
flame_sample_0303_pain_10,0
flame_sample_0303_pain_2,0
flame_sample_0303_pain_3,0
flame_sample_0303_pain_4,0
flame_sample_0303_pain_5,0
flame_sample_0303_pain_6,0
flame_sample_0303_pain_7,0
flame_sample_0303_pain_8,0
flame_sample_0303_pain_9,0
flame_sample_0304_pain_1,2
flame_sample_0304_pain_10,2
flame_sample_0304_pain_2,2
flame_sample_0304_pain_3,2
flame_sample_0304_pain_4,2
flame_sample_0304_pain_5,2
flame_sample_0304_pain_6,2
flame_sample_0304_pain_7,2
flame_sample_0304_pain_8,2
flame_sample_0304_pain_9,2
flame_sample_0305_pain_1,0
flame_sample_0305_pain_10,0
flame_sample_0305_pain_2,0
flame_sample_0305_pain_3,0
flame_sample_0305_pain_4,0
flame_sample_0305_pain_5,0
flame_sample_0305_pain_6,0
flame_sample_0305_pain_7,0
flame_sample_0305_pain_8,0
flame_sample_0305_pain_9,0
flame_sample_0306_pain_1,1
flame_sample_0306_pain_10,1
flame_sample_0306_pain_2,1
flame_sample_0306_pain_3,1
flame_sample_0306_pain_4,1
flame_sample_0306_pain_5,1
flame_sample_0306_pain_6,1
flame_sample_0306_pain_7,1
flame_sample_0306_pain_8,1
flame_sample_0306_pain_9,1
flame_sample_0307_pain_1,1
flame_sample_0307_pain_10,1
flame_sample_0307_pain_2,1
flame_sample_0307_pain_3,1
flame_sample_0307_pain_4,1
flame_sample_0307_pain_5,1
flame_sample_0307_pain_6,1
flame_sample_0307_pain_7,1
flame_sample_0307_pain_8,1
flame_sample_0307_pain_9,1
flame_sample_0308_pain_1,0
flame_sample_0308_pain_10,0
flame_sample_0308_pain_2,0
flame_sample_0308_pain_3,0
flame_sample_0308_pain_4,0
flame_sample_0308_pain_5,0
flame_sample_0308_pain_6,0
flame_sample_0308_pain_7,0
flame_sample_0308_pain_8,0
flame_sample_0308_pain_9,0
flame_sample_0309_pain_1,0
flame_sample_0309_pain_10,0
flame_sample_0309_pain_2,0
flame_sample_0309_pain_3,0
flame_sample_0309_pain_4,0
flame_sample_0309_pain_5,0
flame_sample_0309_pain_6,0
flame_sample_0309_pain_7,0
flame_sample_0309_pain_8,0
flame_sample_0309_pain_9,0
flame_sample_0310_pain_1,1
flame_sample_0310_pain_10,1
flame_sample_0310_pain_2,1
flame_sample_0310_pain_3,1
flame_sample_0310_pain_4,1
flame_sample_0310_pain_5,1
flame_sample_0310_pain_6,1
flame_sample_0310_pain_7,1
flame_sample_0310_pain_8,1
flame_sample_0310_pain_9,1
flame_sample_0311_pain_1,0
flame_sample_0311_pain_10,0
flame_sample_0311_pain_2,0
flame_sample_0311_pain_3,0
flame_sample_0311_pain_4,0
flame_sample_0311_pain_5,0
flame_sample_0311_pain_6,0
flame_sample_0311_pain_7,0
flame_sample_0311_pain_8,0
flame_sample_0311_pain_9,0
flame_sample_0312_pain_1,0
flame_sample_0312_pain_10,0
flame_sample_0312_pain_2,0
flame_sample_0312_pain_3,0
flame_sample_0312_pain_4,0
flame_sample_0312_pain_5,0
flame_sample_0312_pain_6,0
flame_sample_0312_pain_7,0
flame_sample_0312_pain_8,0
flame_sample_0312_pain_9,0
flame_sample_0313_pain_1,0
flame_sample_0313_pain_10,0
flame_sample_0313_pain_2,0
flame_sample_0313_pain_3,0
flame_sample_0313_pain_4,0
flame_sample_0313_pain_5,0
flame_sample_0313_pain_6,0
flame_sample_0313_pain_7,0
flame_sample_0313_pain_8,0
flame_sample_0313_pain_9,0
flame_sample_0314_pain_1,1
flame_sample_0314_pain_10,1
flame_sample_0314_pain_2,1
flame_sample_0314_pain_3,1
flame_sample_0314_pain_4,1
flame_sample_0314_pain_5,1
flame_sample_0314_pain_6,1
flame_sample_0314_pain_7,1
flame_sample_0314_pain_8,1
flame_sample_0314_pain_9,1
flame_sample_0315_pain_1,0
flame_sample_0315_pain_10,0
flame_sample_0315_pain_2,0
flame_sample_0315_pain_3,0
flame_sample_0315_pain_4,0
flame_sample_0315_pain_5,0
flame_sample_0315_pain_6,0
flame_sample_0315_pain_7,0
flame_sample_0315_pain_8,0
flame_sample_0315_pain_9,0
flame_sample_0316_pain_1,1
flame_sample_0316_pain_10,1
flame_sample_0316_pain_2,1
flame_sample_0316_pain_3,1
flame_sample_0316_pain_4,1
flame_sample_0316_pain_5,1
flame_sample_0316_pain_6,1
flame_sample_0316_pain_7,1
flame_sample_0316_pain_8,1
flame_sample_0316_pain_9,1
flame_sample_0317_pain_1,0
flame_sample_0317_pain_10,0
flame_sample_0317_pain_2,0
flame_sample_0317_pain_3,0
flame_sample_0317_pain_4,0
flame_sample_0317_pain_5,0
flame_sample_0317_pain_6,0
flame_sample_0317_pain_7,0
flame_sample_0317_pain_8,0
flame_sample_0317_pain_9,0
flame_sample_0318_pain_1,0
flame_sample_0318_pain_10,0
flame_sample_0318_pain_2,0
flame_sample_0318_pain_3,0
flame_sample_0318_pain_4,0
flame_sample_0318_pain_5,0
flame_sample_0318_pain_6,0
flame_sample_0318_pain_7,0
flame_sample_0318_pain_8,0
flame_sample_0318_pain_9,0
flame_sample_0319_pain_1,0
flame_sample_0319_pain_10,0
flame_sample_0319_pain_2,0
flame_sample_0319_pain_3,0
flame_sample_0319_pain_4,0
flame_sample_0319_pain_5,0
flame_sample_0319_pain_6,0
flame_sample_0319_pain_7,0
flame_sample_0319_pain_8,0
flame_sample_0319_pain_9,0
flame_sample_0320_pain_1,0
flame_sample_0320_pain_10,0
flame_sample_0320_pain_2,0
flame_sample_0320_pain_3,0
flame_sample_0320_pain_4,0
flame_sample_0320_pain_5,0
flame_sample_0320_pain_6,0
flame_sample_0320_pain_7,0
flame_sample_0320_pain_8,0
flame_sample_0320_pain_9,0
flame_sample_0321_pain_1,2
flame_sample_0321_pain_10,2
flame_sample_0321_pain_2,2
flame_sample_0321_pain_3,2
flame_sample_0321_pain_4,2
flame_sample_0321_pain_5,2
flame_sample_0321_pain_6,2
flame_sample_0321_pain_7,2
flame_sample_0321_pain_8,2
flame_sample_0321_pain_9,2
flame_sample_0322_pain_1,0
flame_sample_0322_pain_10,0
flame_sample_0322_pain_2,0
flame_sample_0322_pain_3,0
flame_sample_0322_pain_4,0
flame_sample_0322_pain_5,0
flame_sample_0322_pain_6,0
flame_sample_0322_pain_7,0
flame_sample_0322_pain_8,0
flame_sample_0322_pain_9,0
flame_sample_0323_pain_1,0
flame_sample_0323_pain_10,0
flame_sample_0323_pain_2,0
flame_sample_0323_pain_3,0
flame_sample_0323_pain_4,0
flame_sample_0323_pain_5,0
flame_sample_0323_pain_6,0
flame_sample_0323_pain_7,0
flame_sample_0323_pain_8,0
flame_sample_0323_pain_9,0
flame_sample_0324_pain_1,0
flame_sample_0324_pain_10,0
flame_sample_0324_pain_2,0
flame_sample_0324_pain_3,0
flame_sample_0324_pain_4,0
flame_sample_0324_pain_5,0
flame_sample_0324_pain_6,0
flame_sample_0324_pain_7,0
flame_sample_0324_pain_8,0
flame_sample_0324_pain_9,0
flame_sample_0325_pain_1,1
flame_sample_0325_pain_10,1
flame_sample_0325_pain_2,1
flame_sample_0325_pain_3,1
flame_sample_0325_pain_4,1
flame_sample_0325_pain_5,1
flame_sample_0325_pain_6,1
flame_sample_0325_pain_7,1
flame_sample_0325_pain_8,1
flame_sample_0325_pain_9,1
flame_sample_0326_pain_1,0
flame_sample_0326_pain_10,0
flame_sample_0326_pain_2,0
flame_sample_0326_pain_3,0
flame_sample_0326_pain_4,0
flame_sample_0326_pain_5,0
flame_sample_0326_pain_6,0
flame_sample_0326_pain_7,0
flame_sample_0326_pain_8,0
flame_sample_0326_pain_9,0
flame_sample_0327_pain_1,0
flame_sample_0327_pain_10,0
flame_sample_0327_pain_2,0
flame_sample_0327_pain_3,0
flame_sample_0327_pain_4,0
flame_sample_0327_pain_5,0
flame_sample_0327_pain_6,0
flame_sample_0327_pain_7,0
flame_sample_0327_pain_8,0
flame_sample_0327_pain_9,0
flame_sample_0328_pain_1,0
flame_sample_0328_pain_10,0
flame_sample_0328_pain_2,0
flame_sample_0328_pain_3,0
flame_sample_0328_pain_4,0
flame_sample_0328_pain_5,0
flame_sample_0328_pain_6,0
flame_sample_0328_pain_7,0
flame_sample_0328_pain_8,0
flame_sample_0328_pain_9,0
flame_sample_0329_pain_1,0
flame_sample_0329_pain_10,0
flame_sample_0329_pain_2,0
flame_sample_0329_pain_3,0
flame_sample_0329_pain_4,0
flame_sample_0329_pain_5,0
flame_sample_0329_pain_6,0
flame_sample_0329_pain_7,0
flame_sample_0329_pain_8,0
flame_sample_0329_pain_9,0
flame_sample_0330_pain_1,0
flame_sample_0330_pain_10,0
flame_sample_0330_pain_2,0
flame_sample_0330_pain_3,0
flame_sample_0330_pain_4,0
flame_sample_0330_pain_5,0
flame_sample_0330_pain_6,0
flame_sample_0330_pain_7,0
flame_sample_0330_pain_8,0
flame_sample_0330_pain_9,0
flame_sample_0331_pain_1,0
flame_sample_0331_pain_10,0
flame_sample_0331_pain_2,0
flame_sample_0331_pain_3,0
flame_sample_0331_pain_4,0
flame_sample_0331_pain_5,0
flame_sample_0331_pain_6,0
flame_sample_0331_pain_7,0
flame_sample_0331_pain_8,0
flame_sample_0331_pain_9,0
flame_sample_0332_pain_1,1
flame_sample_0332_pain_10,1
flame_sample_0332_pain_2,1
flame_sample_0332_pain_3,1
flame_sample_0332_pain_4,1
flame_sample_0332_pain_5,1
flame_sample_0332_pain_6,1
flame_sample_0332_pain_7,1
flame_sample_0332_pain_8,1
flame_sample_0332_pain_9,1
flame_sample_0333_pain_1,0
flame_sample_0333_pain_10,0
flame_sample_0333_pain_2,0
flame_sample_0333_pain_3,0
flame_sample_0333_pain_4,0
flame_sample_0333_pain_5,0
flame_sample_0333_pain_6,0
flame_sample_0333_pain_7,0
flame_sample_0333_pain_8,0
flame_sample_0333_pain_9,0
flame_sample_0334_pain_1,2
flame_sample_0334_pain_10,2
flame_sample_0334_pain_2,2
flame_sample_0334_pain_3,2
flame_sample_0334_pain_4,2
flame_sample_0334_pain_5,2
flame_sample_0334_pain_6,2
flame_sample_0334_pain_7,2
flame_sample_0334_pain_8,2
flame_sample_0334_pain_9,2
flame_sample_0335_pain_1,0
flame_sample_0335_pain_10,0
flame_sample_0335_pain_2,0
flame_sample_0335_pain_3,0
flame_sample_0335_pain_4,0
flame_sample_0335_pain_5,0
flame_sample_0335_pain_6,0
flame_sample_0335_pain_7,0
flame_sample_0335_pain_8,0
flame_sample_0335_pain_9,0
flame_sample_0336_pain_1,0
flame_sample_0336_pain_10,0
flame_sample_0336_pain_2,0
flame_sample_0336_pain_3,0
flame_sample_0336_pain_4,0
flame_sample_0336_pain_5,0
flame_sample_0336_pain_6,0
flame_sample_0336_pain_7,0
flame_sample_0336_pain_8,0
flame_sample_0336_pain_9,0
flame_sample_0337_pain_1,2
flame_sample_0337_pain_10,2
flame_sample_0337_pain_2,2
flame_sample_0337_pain_3,2
flame_sample_0337_pain_4,2
flame_sample_0337_pain_5,2
flame_sample_0337_pain_6,2
flame_sample_0337_pain_7,2
flame_sample_0337_pain_8,2
flame_sample_0337_pain_9,2
flame_sample_0338_pain_1,0
flame_sample_0338_pain_10,0
flame_sample_0338_pain_2,0
flame_sample_0338_pain_3,0
flame_sample_0338_pain_4,0
flame_sample_0338_pain_5,0
flame_sample_0338_pain_6,0
flame_sample_0338_pain_7,0
flame_sample_0338_pain_8,0
flame_sample_0338_pain_9,0
flame_sample_0339_pain_1,0
flame_sample_0339_pain_10,0
flame_sample_0339_pain_2,0
flame_sample_0339_pain_3,0
flame_sample_0339_pain_4,0
flame_sample_0339_pain_5,0
flame_sample_0339_pain_6,0
flame_sample_0339_pain_7,0
flame_sample_0339_pain_8,0
flame_sample_0339_pain_9,0
flame_sample_0340_pain_1,0
flame_sample_0340_pain_10,0
flame_sample_0340_pain_2,0
flame_sample_0340_pain_3,0
flame_sample_0340_pain_4,0
flame_sample_0340_pain_5,0
flame_sample_0340_pain_6,0
flame_sample_0340_pain_7,0
flame_sample_0340_pain_8,0
flame_sample_0340_pain_9,0
flame_sample_0341_pain_1,0
flame_sample_0341_pain_10,0
flame_sample_0341_pain_2,0
flame_sample_0341_pain_3,0
flame_sample_0341_pain_4,0
flame_sample_0341_pain_5,0
flame_sample_0341_pain_6,0
flame_sample_0341_pain_7,0
flame_sample_0341_pain_8,0
flame_sample_0341_pain_9,0
flame_sample_0342_pain_1,1
flame_sample_0342_pain_10,1
flame_sample_0342_pain_2,1
flame_sample_0342_pain_3,1
flame_sample_0342_pain_4,1
flame_sample_0342_pain_5,1
flame_sample_0342_pain_6,1
flame_sample_0342_pain_7,1
flame_sample_0342_pain_8,1
flame_sample_0342_pain_9,1
flame_sample_0343_pain_1,2
flame_sample_0343_pain_10,2
flame_sample_0343_pain_2,2
flame_sample_0343_pain_3,2
flame_sample_0343_pain_4,2
flame_sample_0343_pain_5,2
flame_sample_0343_pain_6,2
flame_sample_0343_pain_7,2
flame_sample_0343_pain_8,2
flame_sample_0343_pain_9,2
flame_sample_0344_pain_1,0
flame_sample_0344_pain_10,0
flame_sample_0344_pain_2,0
flame_sample_0344_pain_3,0
flame_sample_0344_pain_4,0
flame_sample_0344_pain_5,0
flame_sample_0344_pain_6,0
flame_sample_0344_pain_7,0
flame_sample_0344_pain_8,0
flame_sample_0344_pain_9,0
flame_sample_0345_pain_1,1
flame_sample_0345_pain_10,1
flame_sample_0345_pain_2,1
flame_sample_0345_pain_3,1
flame_sample_0345_pain_4,1
flame_sample_0345_pain_5,1
flame_sample_0345_pain_6,1
flame_sample_0345_pain_7,1
flame_sample_0345_pain_8,1
flame_sample_0345_pain_9,1
flame_sample_0346_pain_1,0
flame_sample_0346_pain_10,0
flame_sample_0346_pain_2,0
flame_sample_0346_pain_3,0
flame_sample_0346_pain_4,0
flame_sample_0346_pain_5,0
flame_sample_0346_pain_6,0
flame_sample_0346_pain_7,0
flame_sample_0346_pain_8,0
flame_sample_0346_pain_9,0
flame_sample_0347_pain_1,0
flame_sample_0347_pain_10,0
flame_sample_0347_pain_2,0
flame_sample_0347_pain_3,0
flame_sample_0347_pain_4,0
flame_sample_0347_pain_5,0
flame_sample_0347_pain_6,0
flame_sample_0347_pain_7,0
flame_sample_0347_pain_8,0
flame_sample_0347_pain_9,0
flame_sample_0348_pain_1,0
flame_sample_0348_pain_10,0
flame_sample_0348_pain_2,0
flame_sample_0348_pain_3,0
flame_sample_0348_pain_4,0
flame_sample_0348_pain_5,0
flame_sample_0348_pain_6,0
flame_sample_0348_pain_7,0
flame_sample_0348_pain_8,0
flame_sample_0348_pain_9,0
flame_sample_0349_pain_1,1
flame_sample_0349_pain_10,1
flame_sample_0349_pain_2,1
flame_sample_0349_pain_3,1
flame_sample_0349_pain_4,1
flame_sample_0349_pain_5,1
flame_sample_0349_pain_6,1
flame_sample_0349_pain_7,1
flame_sample_0349_pain_8,1
flame_sample_0349_pain_9,1
flame_sample_0350_pain_1,1
flame_sample_0350_pain_10,1
flame_sample_0350_pain_2,1
flame_sample_0350_pain_3,1
flame_sample_0350_pain_4,1
flame_sample_0350_pain_5,1
flame_sample_0350_pain_6,1
flame_sample_0350_pain_7,1
flame_sample_0350_pain_8,1
flame_sample_0350_pain_9,1
flame_sample_0351_pain_1,0
flame_sample_0351_pain_10,0
flame_sample_0351_pain_2,0
flame_sample_0351_pain_3,0
flame_sample_0351_pain_4,0
flame_sample_0351_pain_5,0
flame_sample_0351_pain_6,0
flame_sample_0351_pain_7,0
flame_sample_0351_pain_8,0
flame_sample_0351_pain_9,0
flame_sample_0352_pain_1,0
flame_sample_0352_pain_10,0
flame_sample_0352_pain_2,0
flame_sample_0352_pain_3,0
flame_sample_0352_pain_4,0
flame_sample_0352_pain_5,0
flame_sample_0352_pain_6,0
flame_sample_0352_pain_7,0
flame_sample_0352_pain_8,0
flame_sample_0352_pain_9,0
flame_sample_0353_pain_1,1
flame_sample_0353_pain_10,1
flame_sample_0353_pain_2,1
flame_sample_0353_pain_3,1
flame_sample_0353_pain_4,1
flame_sample_0353_pain_5,1
flame_sample_0353_pain_6,1
flame_sample_0353_pain_7,1
flame_sample_0353_pain_8,1
flame_sample_0353_pain_9,1
flame_sample_0354_pain_1,2
flame_sample_0354_pain_10,2
flame_sample_0354_pain_2,2
flame_sample_0354_pain_3,2
flame_sample_0354_pain_4,2
flame_sample_0354_pain_5,2
flame_sample_0354_pain_6,2
flame_sample_0354_pain_7,2
flame_sample_0354_pain_8,2
flame_sample_0354_pain_9,2
flame_sample_0355_pain_1,0
flame_sample_0355_pain_10,0
flame_sample_0355_pain_2,0
flame_sample_0355_pain_3,0
flame_sample_0355_pain_4,0
flame_sample_0355_pain_5,0
flame_sample_0355_pain_6,0
flame_sample_0355_pain_7,0
flame_sample_0355_pain_8,0
flame_sample_0355_pain_9,0
flame_sample_0356_pain_1,1
flame_sample_0356_pain_10,1
flame_sample_0356_pain_2,1
flame_sample_0356_pain_3,1
flame_sample_0356_pain_4,1
flame_sample_0356_pain_5,1
flame_sample_0356_pain_6,1
flame_sample_0356_pain_7,1
flame_sample_0356_pain_8,1
flame_sample_0356_pain_9,1
flame_sample_0357_pain_1,0
flame_sample_0357_pain_10,0
flame_sample_0357_pain_2,0
flame_sample_0357_pain_3,0
flame_sample_0357_pain_4,0
flame_sample_0357_pain_5,0
flame_sample_0357_pain_6,0
flame_sample_0357_pain_7,0
flame_sample_0357_pain_8,0
flame_sample_0357_pain_9,0
flame_sample_0358_pain_1,0
flame_sample_0358_pain_10,0
flame_sample_0358_pain_2,0
flame_sample_0358_pain_3,0
flame_sample_0358_pain_4,0
flame_sample_0358_pain_5,0
flame_sample_0358_pain_6,0
flame_sample_0358_pain_7,0
flame_sample_0358_pain_8,0
flame_sample_0358_pain_9,0
flame_sample_0359_pain_1,0
flame_sample_0359_pain_10,0
flame_sample_0359_pain_2,0
flame_sample_0359_pain_3,0
flame_sample_0359_pain_4,0
flame_sample_0359_pain_5,0
flame_sample_0359_pain_6,0
flame_sample_0359_pain_7,0
flame_sample_0359_pain_8,0
flame_sample_0359_pain_9,0
flame_sample_0360_pain_1,0
flame_sample_0360_pain_10,0
flame_sample_0360_pain_2,0
flame_sample_0360_pain_3,0
flame_sample_0360_pain_4,0
flame_sample_0360_pain_5,0
flame_sample_0360_pain_6,0
flame_sample_0360_pain_7,0
flame_sample_0360_pain_8,0
flame_sample_0360_pain_9,0
flame_sample_0361_pain_1,0
flame_sample_0361_pain_10,0
flame_sample_0361_pain_2,0
flame_sample_0361_pain_3,0
flame_sample_0361_pain_4,0
flame_sample_0361_pain_5,0
flame_sample_0361_pain_6,0
flame_sample_0361_pain_7,0
flame_sample_0361_pain_8,0
flame_sample_0361_pain_9,0
flame_sample_0362_pain_1,0
flame_sample_0362_pain_10,0
flame_sample_0362_pain_2,0
flame_sample_0362_pain_3,0
flame_sample_0362_pain_4,0
flame_sample_0362_pain_5,0
flame_sample_0362_pain_6,0
flame_sample_0362_pain_7,0
flame_sample_0362_pain_8,0
flame_sample_0362_pain_9,0
flame_sample_0363_pain_1,0
flame_sample_0363_pain_10,0
flame_sample_0363_pain_2,0
flame_sample_0363_pain_3,0
flame_sample_0363_pain_4,0
flame_sample_0363_pain_5,0
flame_sample_0363_pain_6,0
flame_sample_0363_pain_7,0
flame_sample_0363_pain_8,0
flame_sample_0363_pain_9,0
flame_sample_0364_pain_1,0
flame_sample_0364_pain_10,0
flame_sample_0364_pain_2,0
flame_sample_0364_pain_3,0
flame_sample_0364_pain_4,0
flame_sample_0364_pain_5,0
flame_sample_0364_pain_6,0
flame_sample_0364_pain_7,0
flame_sample_0364_pain_8,0
flame_sample_0364_pain_9,0
flame_sample_0365_pain_1,1
flame_sample_0365_pain_10,1
flame_sample_0365_pain_2,1
flame_sample_0365_pain_3,1
flame_sample_0365_pain_4,1
flame_sample_0365_pain_5,1
flame_sample_0365_pain_6,1
flame_sample_0365_pain_7,1
flame_sample_0365_pain_8,1
flame_sample_0365_pain_9,1
flame_sample_0366_pain_1,0
flame_sample_0366_pain_10,0
flame_sample_0366_pain_2,0
flame_sample_0366_pain_3,0
flame_sample_0366_pain_4,0
flame_sample_0366_pain_5,0
flame_sample_0366_pain_6,0
flame_sample_0366_pain_7,0
flame_sample_0366_pain_8,0
flame_sample_0366_pain_9,0
flame_sample_0367_pain_1,0
flame_sample_0367_pain_10,0
flame_sample_0367_pain_2,0
flame_sample_0367_pain_3,0
flame_sample_0367_pain_4,0
flame_sample_0367_pain_5,0
flame_sample_0367_pain_6,0
flame_sample_0367_pain_7,0
flame_sample_0367_pain_8,0
flame_sample_0367_pain_9,0
flame_sample_0368_pain_1,0
flame_sample_0368_pain_10,0
flame_sample_0368_pain_2,0
flame_sample_0368_pain_3,0
flame_sample_0368_pain_4,0
flame_sample_0368_pain_5,0
flame_sample_0368_pain_6,0
flame_sample_0368_pain_7,0
flame_sample_0368_pain_8,0
flame_sample_0368_pain_9,0
flame_sample_0369_pain_1,0
flame_sample_0369_pain_10,0
flame_sample_0369_pain_2,0
flame_sample_0369_pain_3,0
flame_sample_0369_pain_4,0
flame_sample_0369_pain_5,0
flame_sample_0369_pain_6,0
flame_sample_0369_pain_7,0
flame_sample_0369_pain_8,0
flame_sample_0369_pain_9,0
flame_sample_0370_pain_1,2
flame_sample_0370_pain_10,2
flame_sample_0370_pain_2,2
flame_sample_0370_pain_3,2
flame_sample_0370_pain_4,2
flame_sample_0370_pain_5,2
flame_sample_0370_pain_6,2
flame_sample_0370_pain_7,2
flame_sample_0370_pain_8,2
flame_sample_0370_pain_9,2
flame_sample_0371_pain_1,0
flame_sample_0371_pain_10,0
flame_sample_0371_pain_2,0
flame_sample_0371_pain_3,0
flame_sample_0371_pain_4,0
flame_sample_0371_pain_5,0
flame_sample_0371_pain_6,0
flame_sample_0371_pain_7,0
flame_sample_0371_pain_8,0
flame_sample_0371_pain_9,0
flame_sample_0372_pain_1,0
flame_sample_0372_pain_10,0
flame_sample_0372_pain_2,0
flame_sample_0372_pain_3,0
flame_sample_0372_pain_4,0
flame_sample_0372_pain_5,0
flame_sample_0372_pain_6,0
flame_sample_0372_pain_7,0
flame_sample_0372_pain_8,0
flame_sample_0372_pain_9,0
flame_sample_0373_pain_1,2
flame_sample_0373_pain_10,2
flame_sample_0373_pain_2,2
flame_sample_0373_pain_3,2
flame_sample_0373_pain_4,2
flame_sample_0373_pain_5,2
flame_sample_0373_pain_6,2
flame_sample_0373_pain_7,2
flame_sample_0373_pain_8,2
flame_sample_0373_pain_9,2
flame_sample_0374_pain_1,1
flame_sample_0374_pain_10,1
flame_sample_0374_pain_2,1
flame_sample_0374_pain_3,1
flame_sample_0374_pain_4,1
flame_sample_0374_pain_5,1
flame_sample_0374_pain_6,1
flame_sample_0374_pain_7,1
flame_sample_0374_pain_8,1
flame_sample_0374_pain_9,1
flame_sample_0375_pain_1,0
flame_sample_0375_pain_10,0
flame_sample_0375_pain_2,0
flame_sample_0375_pain_3,0
flame_sample_0375_pain_4,0
flame_sample_0375_pain_5,0
flame_sample_0375_pain_6,0
flame_sample_0375_pain_7,0
flame_sample_0375_pain_8,0
flame_sample_0375_pain_9,0
flame_sample_0376_pain_1,0
flame_sample_0376_pain_10,0
flame_sample_0376_pain_2,0
flame_sample_0376_pain_3,0
flame_sample_0376_pain_4,0
flame_sample_0376_pain_5,0
flame_sample_0376_pain_6,0
flame_sample_0376_pain_7,0
flame_sample_0376_pain_8,0
flame_sample_0376_pain_9,0
flame_sample_0377_pain_1,0
flame_sample_0377_pain_10,0
flame_sample_0377_pain_2,0
flame_sample_0377_pain_3,0
flame_sample_0377_pain_4,0
flame_sample_0377_pain_5,0
flame_sample_0377_pain_6,0
flame_sample_0377_pain_7,0
flame_sample_0377_pain_8,0
flame_sample_0377_pain_9,0
flame_sample_0378_pain_1,1
flame_sample_0378_pain_10,1
flame_sample_0378_pain_2,1
flame_sample_0378_pain_3,1
flame_sample_0378_pain_4,1
flame_sample_0378_pain_5,1
flame_sample_0378_pain_6,1
flame_sample_0378_pain_7,1
flame_sample_0378_pain_8,1
flame_sample_0378_pain_9,1
flame_sample_0379_pain_1,0
flame_sample_0379_pain_10,0
flame_sample_0379_pain_2,0
flame_sample_0379_pain_3,0
flame_sample_0379_pain_4,0
flame_sample_0379_pain_5,0
flame_sample_0379_pain_6,0
flame_sample_0379_pain_7,0
flame_sample_0379_pain_8,0
flame_sample_0379_pain_9,0
flame_sample_0380_pain_1,0
flame_sample_0380_pain_10,0
flame_sample_0380_pain_2,0
flame_sample_0380_pain_3,0
flame_sample_0380_pain_4,0
flame_sample_0380_pain_5,0
flame_sample_0380_pain_6,0
flame_sample_0380_pain_7,0
flame_sample_0380_pain_8,0
flame_sample_0380_pain_9,0
flame_sample_0381_pain_1,0
flame_sample_0381_pain_10,0
flame_sample_0381_pain_2,0
flame_sample_0381_pain_3,0
flame_sample_0381_pain_4,0
flame_sample_0381_pain_5,0
flame_sample_0381_pain_6,0
flame_sample_0381_pain_7,0
flame_sample_0381_pain_8,0
flame_sample_0381_pain_9,0
flame_sample_0382_pain_1,0
flame_sample_0382_pain_10,0
flame_sample_0382_pain_2,0
flame_sample_0382_pain_3,0
flame_sample_0382_pain_4,0
flame_sample_0382_pain_5,0
flame_sample_0382_pain_6,0
flame_sample_0382_pain_7,0
flame_sample_0382_pain_8,0
flame_sample_0382_pain_9,0
flame_sample_0383_pain_1,0
flame_sample_0383_pain_10,0
flame_sample_0383_pain_2,0
flame_sample_0383_pain_3,0
flame_sample_0383_pain_4,0
flame_sample_0383_pain_5,0
flame_sample_0383_pain_6,0
flame_sample_0383_pain_7,0
flame_sample_0383_pain_8,0
flame_sample_0383_pain_9,0
flame_sample_0384_pain_1,0
flame_sample_0384_pain_10,0
flame_sample_0384_pain_2,0
flame_sample_0384_pain_3,0
flame_sample_0384_pain_4,0
flame_sample_0384_pain_5,0
flame_sample_0384_pain_6,0
flame_sample_0384_pain_7,0
flame_sample_0384_pain_8,0
flame_sample_0384_pain_9,0
flame_sample_0385_pain_1,0
flame_sample_0385_pain_10,0
flame_sample_0385_pain_2,0
flame_sample_0385_pain_3,0
flame_sample_0385_pain_4,0
flame_sample_0385_pain_5,0
flame_sample_0385_pain_6,0
flame_sample_0385_pain_7,0
flame_sample_0385_pain_8,0
flame_sample_0385_pain_9,0
flame_sample_0386_pain_1,0
flame_sample_0386_pain_10,0
flame_sample_0386_pain_2,0
flame_sample_0386_pain_3,0
flame_sample_0386_pain_4,0
flame_sample_0386_pain_5,0
flame_sample_0386_pain_6,0
flame_sample_0386_pain_7,0
flame_sample_0386_pain_8,0
flame_sample_0386_pain_9,0
